Utterance,Intent
Những thay đổi trong quá trình đào tạo ,policy
Khi nghiên cứu sinh chuyển đến thì cần kiểm tra những gì,policy
chuyển cơ sở đào tạo thì nghiên cứu sinh có cần phải bị kiểm tra gì không,policy
Để được chuyển đổi cơ sở đào tạo các nghiên cứu sinh phải đạt được những yêu cầu như thế nào,policy
Kết quả học tập và các học phần do nghiên cứu sinh bổ sung do ai phụ trách công nhận,policy
Nghiên cứu sinh cần chú ý những gì khi chuyển cơ sở đào tạo cũng như chưa có bằng thạc sĩ,policy
thời gian tối thiểu bao lâu mới được chuyển cơ sở đào tạo đối với nghiên cứu sinh,policy
Những lưu ý khi nghiên cứu sinh muốn chuyển cơ sở đào tạo,policy
Ai sẽ kiểm tra những kiến thức năng lực kiến thức của nghiên cứu sinh khi chuyển cơ sở đào tạo,policy
Để dược trình bày bảo vệ luận án tiến sĩ thì nghiên cứu sinh phải cần làm gì,policy
Quy định đối với nghiên cứu sinh khi bảo vệ luận án ,policy
Khi nào thì nghiên cứu sinh được xét luận án và xét như thế nào,policy
trách nhiệm và quyền của người hướng dẫn là như thế nào,policy
Nhiệm vụ và quyền của người hướng dẫn,policy
Nhiệm vụ và quyền của người hướng dẫn là gì,policy
Nhiệm vụ và quyền của người hướng dẫn là như thế nào,policy
trách nhiệm và quyền của người hướng dẫn là gì,policy
trách nhiệm và quyền của người hướng dẫn ,policy
Yêu cầu và quyền của người hướng dẫn ,policy
Yêu cầu và quyền của người hướng dẫn là gì,policy
Yêu cầu và quyền của người hướng dẫn là như thế nào,policy
Người hướng dẫn phải làm những gì,policy
Người hướng dẫn có trách nhiệm như thế nào với nghiên cứu sinh,policy
Người hướng dẫn phải hướng dẫn như thế nào với nghiên cứu sinh,policy
Người hướng dẫn phải dẫn dắt nghiên cứu sinh ra sao,policy
Người hướng dẫn phải dẫn dắt nghiên cứu sinh cụ thể như thế nào,policy
Người hướng dẫn phải đưa ra phương án như thế nào cho nghiên cứu sinh,policy
Người hướng dẫn phải đưa kế hoạch như thế nào cho nghiên cứu sinh,policy
Người hướng dẫn phải đưa kế hoạch ra sao cho nghiên cứu sinh,policy
Người hướng dẫn phải đưa kế hoạch và trách nhiệm như thế nào cho nghiên cứu sinh,policy
Người hướng dẫn phải đưa kế hoạch và trách nhiệm ra sao cho nghiên cứu sinh,policy
Người hướng dẫn bắt buộc phải làm gì,policy
Người hướng dẫn bắt buộc phải hướng dẫn như thế nào,policy
Người hướng dẫn có nhất thiết phải nhận xét bài làm của người cứu sinh hay không,policy
Người hướng dẫn có bắt buộc phải nhận xét bài làm của người cứu sinh hay không,policy
Người hướng dẫn có bắt buộc phải duyệt luận án của nghiên cứu sinh hay không,policy
Người hướng dẫn có nhất thiết phải duyệt luận án của nghiên cứu sinh hay không,policy
 Tổ chức hội thảo khoa học của Bộ môn đào tạo ít nhất mấy lần trước khi tiến hành thủ tục bảo vệ cấp Khoa để góp ý và đánh giá sơ bộ quyển luận án,policy
 Tổ chức hội thảo khoa học của Bộ môn đào tạo ít nhất bao nhiêu lần trước khi tiến hành thủ tục bảo vệ cấp Khoa để góp ý và đánh giá sơ bộ quyển luận án,policy
 Tổ chức hội thảo khoa học của Bộ môn đào tạo bao nhiêu lần trước khi tiến hành thủ tục bảo vệ cấp Khoa để góp ý và đánh giá sơ bộ quyển luận án,policy
 Tổ chức hội thảo khoa học của Bộ môn đào tạo mấy  lần trước khi tiến hành thủ tục bảo vệ cấp Khoa để góp ý và đánh giá sơ bộ quyển luận án,policy
Thành phần tham dự hội thảo khoa học của bộ môn đào tạo gồm có ai,policy
Thành phần tham dự hội thảo khoa học của bộ môn đào tạo gồm có những ai,policy
Thành phần tham dự hội thảo khoa học của bộ môn đào tạo gồm có những đối tượng nào,policy
Thành phần tham dự hội thảo khoa học của bộ môn đào tạo gồm có những người nào,policy
Thành phần tham dự hội thảo khoa học của bộ môn đào tạo gồm có những người ra sao,policy
Thành phần tham dự hội thảo khoa học của bộ môn đào tạo gồm có những người có trình độ ra sao,policy
Mục đích của hội thảo khoa học của bộ môn đào tạo là gì,policy
Mục đích của hội thảo khoa học của bộ môn đào tạo là như thế nào,policy
Mục đích của hội thảo khoa học của bộ môn đào tạo ra sao,policy
Mục đích của hội thảo khoa học của bộ môn đào tạo cụ thể là như thế nào,policy
Mục đích của hội thảo khoa học của bộ môn đào tạo cụ thể là gì,policy
Các nhận xét đánh giá của hội thảo khoa học của bộ môn đào tạo ghi ở đâu,policy
Các nhận xét đánh giá của hội thảo khoa học của bộ môn đào tạo được ghi như thế nào,policy
Các nhận xét đánh giá của hội thảo khoa học của bộ môn đào tạo được ghi ra sao,policy
Các nhận xét đánh giá của hội thảo khoa học của bộ môn đào tạo được ghi nhận như thế nào,policy
Các nhận xét đánh giá của hội thảo khoa học của bộ môn đào tạo được ghi nhận ra làm sao,policy
Tổ chức đánh giá luận án của nghiên cứu sinh ở cấp Khoa thực hiện bởi ai,policy
Tổ chức đánh giá luận án của nghiên cứu sinh ở cấp Khoa thực hiện để làm gì,policy
Tổ chức đánh giá luận án của nghiên cứu sinh ở cấp Khoa do ai thực hiện,policy
Tổ chức đánh giá luận án của nghiên cứu sinh ở cấp Khoa thực hiện bởi những ai,policy
Trong quá trình nghiên cứu đồ án thì nghiên cứu sinh phải đạt những gì,policy
Trong quá trình nghiên cứu đồ án thì nghiên cứu sinh phải đạt những yêu cầu gì,policy
Trong quá trình nghiên cứu đồ án thì nghiên cứu sinh phải đạt những thành tựu gì,policy
Trong quá trình nghiên cứu đồ án thì nghiên cứu sinh phải làm những gì,policy
Trong quá trình nghiên cứu đồ án thì nghiên cứu sinh phải đáp ứng được gì,policy
Trong quá trình học tập sinh viên phải dành thời gian làm gì,policy
Trong quá trình học tập sinh viên phải dành thời gian làm những gì,policy
Trong quá trình học tập nghiên cứu sinh phải tham gia những hoạt động gì,policy
Trong quá trình học tập nghiên cứu sinh phải tham gia những hoạt động  như thế nào,policy
Trong quá trình đào tạo nghiên cứu sinh phải làm gì,policy
Nhiệm vụ và quyền của nghiên cứu sinh,policy
Nhiệm vụ và quyền của nghiên cứu sinh là như thế nào,policy
Nhiệm vụ và quyền của nghiên cứu sinh là gì,policy
Trách nhiệm và quyền của nghiên cứu sinh,policy
Trách nhiệm và quyền của nghiên cứu sinh là như thế nào,policy
Trách nhiệm và quyền của nghiên cứu sinh là gì,policy
Trong quá trình đào tạo nghiên cứu sinh phải làm những gì,policy
Trong quá trình đào tạo nghiên cứu sinh phải chấp hành như thế nào,policy
Nghiên cứu sinh phải thực hiện quy định gì,policy
Nghiên cứu sinh phải thực hiện quy định như thế nào,policy
Trong quá trình học tập và nghiên cứu đồ án  nghiên cứu sinh cần làm những gì,policy
Trong quá trình học tập và nghiên cứu đồ án  nghiên cứu sinh cần làm như thế nào,policy
Trong quá trình học tập và nghiên cứu đồ án  nghiên cứu sinh cần phải làm những gì,policy
Trong quá trình nghiên cứu đồ án thì nghiên cứu sinh phải có,policy
Trách nhiệm và quyền của người hướng dẫn,policy
Nhiệm vụ và quyền của người hướng dẫn sinh,policy
Trách nhiệm của người hướng dẫn sinh,policy
Trách nhiệm của người hướng dẫn,policy
Tại cùng một thời điểm số lượng tối đangười hướng dẫn có thể nhận bao nhiêu nghiên cứu sinh,policy
Ở cùng một thời gian nhất định người hướng dẫn có thể nhận tối đa bao nhiêu nghiên cứu sinh,policy
Ở cùng một thời điểm số lượng tối đa người hướng dẫn có thể nhận tối đa bao nhiêu nghiên cứu sinh,policy
Tại cùng một thời điểm số lượng tối đa người hướng dẫn có thể nhận tối đa bao nhiêu nghiên cứu sinh,policy
Khi nào không được hướng dẫn nghiên cứu sinh,policy
Khi nào không được đồng hướng dẫn nghiên cứu sinh,policy
Lúc nào không được đồng hướng dẫn nghiên cứu sinh,policy
Lúc nào không được hướng dẫn nghiên cứu sinh,policy
Người có chức danh giáo sư được hướng dẫn bao nhiêu người,policy
Người có chức danh phó giáo sư được hướng dẫn bao nhiêu người,policy
Cùng một khoảng thời gian người có chức danh phó giáo sư được hướng dẫn bao nhiêu người,policy
Cùng một khoảng thời gian người có chức danh giáo sư được hướng dẫn bao nhiêu người,policy
Đối với người hướng dẫn có nhiều công trình khoa học thì được nhận bao nhiều nghiên cứu sinh,policy
Trách nhiệm và quyền của người hướng dẫn sinh ,policy
Yêu cầu và quyền của người hướng dẫn,policy
Yêu cầu và quyền của người hướng dẫn sinh,policy
Quyền và trách nhiệm của người hướng dẫn,policy
Ở cùng một thời điểm đối với người hướng dẫn có nhiều công trình khoa học thì được nhận bao nhiều nghiên cứu sinh,policy
Tại cùng một thời điểm thì nhận tối đa bao nhiêu nghiên cứu sinh ,policy
Ai mới có thể trở thành người hướng dẫn của nghiên cứu sinh,policy
Ai mới có thể trở thành người hướng dẫn chính của nghiên cứu sinh,policy
Ai mới có thể trở thành người hướng dẫn phụ của nghiên cứu sinh,policy
Để có thể hướng dẫn được nghiên cứu sinh thì 1 trong 2 người đó phải đạt yêu cầu gì,policy
Để có thể hướng dẫn được nghiên cứu sinh thì người đó phải đạt yêu cầu gì,policy
Yêu cầu đối với người hướng dẫn chính của nghiên cứu sinh,policy
Yêu cầu đối với người hướng dẫn phụ của nghiên cứu sinh,policy
Quy định bắt buộc về người hướng dẫn của nghiên cứu sinh,policy
Quy định bắt buộc về người hướng dẫn chính của nghiên cứu sinh,policy
Quy định bắt buộc về người hướng dẫn phụ của nghiên cứu sinh,policy
